General Ledger
Business Name: AB Civil Consulting LLC
Tax Filing Name: AB CIVIL CONSULTING LLC
Accounting Basis: Modified Cash
Date Range: 1/1/2025 to 1/31/2026
Report Date: 1/19/2026

Account: Legends Bank Checking 7131,Your balance in Patriot: $16220.81
Date,Type,Description,Amount,Balance
7/31/2025,Customer Invoice Payment,Payment for AB Civil Consulting of NC PLLC (Invoice #1366),$3000.00,$33412.92
7/31/2025,Imported Transaction,Legends Bank - Personal INTUIT FINANCING QBC_PMTS,-$1833.77,$31579.15
8/1/2025,Customer Invoice Payment,Payment for Precision Site Development LLC (Invoice #1337),$550.00,$32129.15
8/1/2025,Customer Invoice Payment,Payment for Precision Site Development LLC (Invoice #1339),$750.00,$32879.15
8/1/2025,Imported Transaction,Legends Bank - Personal STATE OF MONTANA UIT PMT TXP 2113212 IIT 74,-$73.84,$32805.31
8/1/2025,Imported Transaction,Legends Bank - Personal APPLECARD GSBANK PAYMENT,-$52.82,$32752.49
8/1/2025,Imported Transaction,Legends Bank - Personal CO UI EMP SVCS PREM PYMT,-$715.49,$32037.00
8/1/2025,Imported Transaction,Legends Bank - Personal SC DEPT REVENUE DEBIT,-$1217.25,$30819.75
8/1/2025,Imported Transaction,Legends Bank - Personal PAYPAL INST XFER,-$105.50,$30714.25
8/4/2025,Customer Invoice Payment,Payment #023785 for Central Site Development (Invoice #1181),$3000.00,$33714.25
8/4/2025,Customer Invoice Payment,Payment #023785 for Central Site Development (Invoice #1265),$950.00,$34664.25
8/4/2025,Customer Invoice Payment,Payment #4013 for Shawn Malone Excavating (Invoice #1262),$1200.00,$35864.25
8/4/2025,Customer Invoice Payment,Payment #4013 for Shawn Malone Excavating (Invoice #1303),$1520.00,$37384.25
8/4/2025,Customer Invoice Payment,Payment #6550 for Ben Kauser Excavating LLC (Invoice #1333),$1650.00,$39034.25
8/4/2025,Customer Invoice Payment,Payment for Edger Enterprises (Invoice #1225),$2040.00,$41074.25
8/4/2025,Customer Invoice Payment,Payment for Edger Enterprises (Invoice #1271),$2470.00,$43544.25
8/4/2025,Customer Invoice Payment,Payment for K.P. Martin (Invoice #1302),$450.00,$43994.25
8/4/2025,Customer Invoice Payment,Payment #21168 for Litman Excavating (Invoice #1269),$1000.00,$44994.25
8/4/2025,Imported Transaction,Legends Bank - Personal STRIPE TRANSFER,-$10.95,$44983.30
8/4/2025,Imported Transaction,Legends Bank - Personal OKLAHOMATAXPMTS OK TAX PMT,-$571.00,$44412.30
8/4/2025,Imported Transaction,Legends Bank - Personal MDVIP INC 8778861411,-$537.50,$43874.80
8/4/2025,Imported Transaction,Legends Bank - Personal KENTUCKY DORIS KY TAX PMT,-$759.71,$43115.09
8/4/2025,Imported Transaction,Legends Bank - Personal EMPL SEC COMM EMPL SEC 2502423009,-$222.07,$42893.02
8/4/2025,Imported Transaction,Legends Bank - Personal MER BK. MTHLY DISC,-$20.00,$42873.02
8/4/2025,Imported Transaction,Legends Bank - Personal INTUIT FINANCING QBC_PMTS,-$917.90,$41955.12
8/5/2025,Customer Invoice Payment,Payment for Coscia Land Management (Invoice #1357),$350.00,$42305.12
8/5/2025,Imported Transaction,Legends Bank - Personal THE HARTFORD INSPMTCL,-$509.80,$41795.32
8/5/2025,Imported Transaction,Legends Bank - Personal KANSAS PAYMENT SUPPORT,-$205.38,$41589.94
8/5/2025,Imported Transaction,Legends Bank - Personal KANSAS PAYMENT SUPPORT,-$205.38,$41384.56
8/5/2025,Imported Transaction,Legends Bank - Personal INTUIT FINANCING QBC_PMTS,-$917.70,$40466.86
8/6/2025,Customer Invoice Payment,Payment for Kwest Group (Invoice #1276),$2875.00,$43341.86
8/6/2025,Customer Invoice Payment,Payment for Kwest Group (Invoice #1277),$2575.00,$45916.86
8/6/2025,Customer Invoice Payment,Payment for Kwest Group (Invoice #1282),$2250.00,$48166.86
8/6/2025,Imported Transaction,Legends Bank - Personal STEFFANIE QUIBETE IAT PAYPAL WEB000000000000098050 AB CIVIL CONSULTING LLC,-$980.50,$47186.36
8/6/2025,Imported Transaction,Legends Bank - Personal GATEWAY SERVICES WEBPAYMENT,-$13.20,$47173.16
8/6/2025,Imported Transaction,Legends Bank - Personal EFT NETWORK BILLING,-$10.00,$47163.16
8/7/2025,Customer Invoice Payment,Payment #23599 for Robert C. Young (Invoice #1240),$1200.00,$48363.16
8/7/2025,Customer Invoice Payment,Payment for Diehl Development Inc. (Invoice #1221),$1780.00,$50143.16
8/7/2025,Customer Invoice Payment,Payment for Diehl Development Inc. (Invoice #1232),$250.00,$50393.16
8/7/2025,Customer Invoice Payment,Payment #14467 for Diehl Development Inc. (Invoice #1291),$2220.00,$52613.16
8/7/2025,Customer Invoice Payment,Payment #14467 for Diehl Development Inc. (Invoice #1301),$2530.00,$55143.16
8/7/2025,Customer Invoice Payment,Payment #030301 for Precision Turf LLC (Invoice #1292),$625.00,$55768.16
8/7/2025,Imported Transaction,Legends Bank - Personal INTERNET TRANSFER FROM CHK 7131 TO CHK 2803 7443767,-$2000.00,$53768.16
8/7/2025,Journal Entry,Stripe Fees,-$10.45,$53757.71
8/8/2025,Contractor Payment,Payment for Ufredo Barahona,-$1200.00,$52557.71
8/8/2025,Contractor Payment,Payment for Ufredo Barahona,-$6950.00,$45607.71
8/8/2025,Payroll,Direct Deposit Net Pay,-$12708.57,$32899.14
8/11/2025,Imported Transaction,Legends Bank - Personal IRS USATAXPYMT,-$3791.49,$29107.65
8/11/2025,Imported Transaction,Legends Bank - Personal IRS USATAXPYMT,-$3489.75,$25617.90
8/11/2025,Imported Transaction,Legends Bank - Personal NEWLANE AUTH PAYME,-$611.73,$25006.17
8/11/2025,Imported Transaction,Legends Bank - Personal Verizon Wireless,-$398.04,$24608.13
8/12/2025,Customer Invoice Payment,Payment for Earthtech Developers (Invoice #1375),$1580.00,$26188.13
8/12/2025,Customer Invoice Payment,Payment for AB Civil Consulting of NC PLLC (Invoice #1010),$1984.00,$28172.13
8/12/2025,Customer Invoice Payment,Payment for AB Civil Consulting of NC PLLC (Invoice #1368),$980.00,$29152.13
8/12/2025,Customer Invoice Payment,Payment for AB Civil Consulting of NC PLLC (Invoice #1369),$1360.00,$30512.13
8/12/2025,Customer Invoice Payment,Payment for AB Civil Consulting of NC PLLC (Invoice #1370),$1020.00,$31532.13
8/12/2025,Customer Invoice Payment,Payment for AB Civil Consulting of NC PLLC (Invoice #1371),$977.00,$32509.13
8/12/2025,Customer Invoice Payment,Payment for AB Civil Consulting of NC PLLC (Invoice #1372),$1060.00,$33569.13
8/12/2025,Customer Invoice Payment,Payment for AB Civil Consulting of NC PLLC (Invoice #1373),$2507.00,$36076.13
8/12/2025,Journal Entry,Wire Transfer from AB Civil of NC,$1500.00,$37576.13
8/13/2025,Customer Invoice Payment,Payment for Western Constructors & Logistics LLX (Invoice #1285),$3850.00,$41426.13
8/13/2025,Customer Invoice Payment,Payment #1212354 for Pike Construction (Invoice #1316),$1560.00,$42986.13
8/13/2025,Customer Invoice Payment,Payment #008001 for Mitch Brown Construction Inc (Invoice #1331),$850.00,$43836.13
8/13/2025,Imported Transaction,Legends Bank - Personal INTERNET TRANSFER FROM CHK XXXXX131 TO CHK XXXXX803 4794757,-$2500.00,$41336.13
8/14/2025,Imported Transaction,Legends Bank - Personal Best Buy,-$122.88,$41213.25
8/14/2025,Imported Transaction,Legends Bank - Personal MYFAMLI CDLE FAMLI,-$17.89,$41195.36
8/14/2025,Journal Entry,Stripe Fees,-$46.12,$41149.24
8/15/2025,Customer Invoice Payment,Payment for JB Coxwell Contracting Inc. (Invoice #1307),$8890.00,$50039.24
8/15/2025,Imported Transaction,Legends Bank - Personal STEFFANIE QUIBETE IAT PAYPAL WEB000000000000082175 AB CIVIL CONSULTING LLC,-$821.75,$49217.49
8/15/2025,Imported Transaction,Legends Bank - Personal SBA EIDL LOAN PAYMENT 3015519102,-$356.00,$48861.49
8/15/2025,Imported Transaction,Legends Bank - Personal IRS USATAXPYMT,-$3757.37,$45104.12
8/15/2025,Imported Transaction,Legends Bank - Personal CarMax,-$1050.82,$44053.30
8/15/2025,Journal Entry,Stripe Fees,-$111.95,$43941.35
8/17/2025,Void Customer Invoice Payment,Payment for Land Development DGPS Construction (Invoice #1154),-$6820.00,$37121.35
8/17/2025,Journal Entry,Reversal of Duplicate Transaction: There was a stripe Transfer payment applied to Invoice 1154 twice. Correct payment was 6.17.2025,$6820.00,$43941.35
8/18/2025,Customer Invoice Payment,Payment for Korb Construction Services LLC (Invoice #1387),$300.00,$44241.35
8/18/2025,Customer Invoice Payment,Payment for AB Civil Consulting of NC PLLC (Invoice #1382),$5560.00,$49801.35
8/18/2025,Customer Invoice Payment,Payment for AB Civil Consulting of NC PLLC (Invoice #1383),$3264.00,$53065.35
8/18/2025,Void Customer Invoice Payment,Payment for AJ Oleson Construction (Invoice #1261),-$2040.00,$51025.35
8/18/2025,Void Customer Invoice Payment,Payment for AJ Oleson Construction (Invoice #1264),-$2400.00,$48625.35
8/18/2025,Imported Transaction,Legends Bank - Personal AMEX EPAYMENT ACH PMT,-$7354.36,$41270.99
8/18/2025,Journal Entry,Reversal of Duplicate Transaction: There was a Stripe Transfer payment applied to Invoice 1264. Correct payment was 7.2.2025,$2400.00,$43670.99
8/18/2025,Journal Entry,Reversal of Duplicate Transaction: There was a stripe Transfer payment applied to Invoice 1261 twice. Correct payment was 7.2.2025,$2040.00,$45710.99
8/19/2025,Customer Invoice Payment,Payment for Grovin Construction (Invoice #1270),$8160.00,$53870.99
8/19/2025,Imported Transaction,Legends Bank - Personal MOBILE TRANSFER FROM CHK 7131 TO CHK 2803 2406007,-$2000.00,$51870.99
8/20/2025,Imported Transaction,Legends Bank - Personal CO DEPT REVENUE TAXPAYMENT,-$149.00,$51721.99
8/20/2025,Imported Transaction,Legends Bank - Personal MOBILE TRANSFER FROM CHK 7131 TO CHK 2803 7859782,-$4000.00,$47721.99
8/20/2025,Journal Entry,Stripe Fees,-$9.00,$47712.99
8/20/2025,Imported Transaction,Legends Bank - Personal INTUIT FINANCING QBC_PMTS,-$917.71,$46795.28
8/21/2025,Customer Invoice Payment,Payment #4927 for Central Florida Site Pros Inc (Invoice #1254),$1510.00,$48305.28
8/21/2025,Customer Invoice Payment,Payment #4927 for Central Florida Site Pros Inc (Invoice #1279),$1520.00,$49825.28
8/21/2025,Customer Invoice Payment,Payment #4927 for Central Florida Site Pros Inc (Invoice #1289),$1430.00,$51255.28
8/21/2025,Customer Invoice Payment,Payment #1748 for Gude LLC (Invoice #1367),$4790.00,$56045.28
8/21/2025,Customer Invoice Payment,Payment for Abscope Enviornmental (Invoice #1341),$1200.00,$57245.28
8/21/2025,Customer Invoice Payment,Payment for Precision Site Development LLC (Invoice #1376),$750.00,$57995.28
8/22/2025,Contractor Payment,Payment for Ufredo Barahona,-$500.00,$57495.28
8/22/2025,Customer Invoice Payment,Payment for Kwest Group (Invoice #1324),$2500.00,$59995.28
8/22/2025,Customer Invoice Payment,Payment for Kwest Group (Invoice #1325),$2500.00,$62495.28
8/22/2025,Customer Invoice Payment,Payment for Kwest Group (Invoice #1326),$3750.00,$66245.28
8/22/2025,Journal Entry,Missing Stripe Entry: Stripe Transfer,$750.99,$66996.27
8/22/2025,Payroll,Direct Deposit Net Pay,-$12866.43,$54129.84
8/25/2025,Imported Transaction,Legends Bank - Personal KANSAS PAYMENT SUPPORT,-$205.38,$53924.46
8/25/2025,Imported Transaction,Legends Bank - Personal MOBILE TRANSFER FROM CHK 7131 TO CHK 2803 7297393,-$2000.00,$51924.46
8/25/2025,Imported Transaction,Legends Bank - Personal INTUIT FINANCING QBC_PMTS,-$209.54,$51714.92
8/25/2025,Imported Transaction,Legends Bank - Personal INTUIT FINANCING QBC_PMTS,-$114.38,$51600.54
8/25/2025,Imported Transaction,Legends Bank - Personal INTUIT FINANCING QBC_PMTS,-$172.94,$51427.60
8/25/2025,Imported Transaction,Legends Bank - Personal INTUIT FINANCING QBC_PMTS,-$172.94,$51254.66
8/25/2025,Imported Transaction,Legends Bank - Personal INTUIT FINANCING QBC_PMTS,-$102.94,$51151.72
8/25/2025,Imported Transaction,Legends Bank - Personal INTUIT FINANCING QBC_PMTS,-$183.00,$50968.72
8/25/2025,Imported Transaction,Legends Bank - Personal INTUIT FINANCING QBC_PMTS,-$328.49,$50640.23
8/25/2025,Imported Transaction,Legends Bank - Personal INTUIT FINANCING QBC_PMTS,-$227.84,$50412.39
8/25/2025,Imported Transaction,Legends Bank - Personal INTUIT FINANCING QBC_PMTS,-$181.17,$50231.22
8/26/2025,Contractor Payment,Payment for Ufredo Barahona,-$7000.00,$43231.22
8/26/2025,Customer Invoice Payment,Payment for Earthwork Tech (Invoice #1385),$2200.00,$45431.22
8/26/2025,Customer Invoice Payment,Payment for Double A (Invoice #1321),$550.00,$45981.22
8/26/2025,Imported Transaction,Legends Bank - Personal IRS USATAXPYMT,-$3811.42,$42169.80
8/26/2025,Imported Transaction,Legends Bank - Personal STEFFANIE QUIBETE IAT PAYPAL WEB000000000000089925 AB CIVIL CONSULTING LLC,-$899.25,$41270.55
8/26/2025,Imported Transaction,Legends Bank - Personal MOBILE TRANSFER FROM CHK 7131 TO CHK 2803 2801286,-$1000.00,$40270.55
8/27/2025,Customer Invoice Payment,Payment for Grovin Construction (Invoice #1308),$4190.00,$44460.55
8/27/2025,Customer Invoice Payment,Payment #15597 for Ward Excavating (Invoice #1346),$1750.00,$46210.55
8/27/2025,Customer Invoice Payment,Payment #14037 for Terry Roberts Site Work (Invoice #1336),$1200.00,$47410.55
8/27/2025,Customer Invoice Payment,Payment #14532 for Diehl Development Inc. (Invoice #1278),$2190.00,$49600.55
8/27/2025,Customer Invoice Payment,Payment #14532 for Diehl Development Inc. (Invoice #1320),$450.00,$50050.55
8/27/2025,Customer Invoice Payment,Payment for Stewart Development (Invoice #1349),$2410.00,$52460.55
8/27/2025,Customer Invoice Payment,Payment #1564 for Unlimited Site Services (Invoice #1347),$450.00,$52910.55
8/27/2025,Customer Invoice Payment,Payment #6441 for Montroy Development (Invoice #1358),$3250.00,$56160.55
8/27/2025,Customer Invoice Payment,Payment #5760 for Firethorn Inc (Invoice #1287),$4280.00,$60440.55
8/27/2025,Customer Invoice Payment,Payment #21346 for Litman Excavating (Invoice #1327),$1125.00,$61565.55
8/28/2025,Customer Invoice Payment,Payment for Iron Industries (Invoice #1340),$1500.00,$63065.55
8/28/2025,Journal Entry,Stripe Fees,-$80.35,$62985.20
8/28/2025,Customer Invoice Payment,Payment for Kwest Group (Invoice #1345),$1500.00,$64485.20
8/28/2025,Imported Transaction,Legends Bank - Personal MOBILE TRANSFER FROM CHK 7131 TO CHK 2803 8024765,-$3000.00,$61485.20
8/28/2025,Imported Transaction,Legends Bank - Personal INTERNET TRANSFER FROM CHK XXXXX131 TO CHK XXXXX073 6783361,-$1400.00,$60085.20
8/29/2025,Imported Transaction,Legends Bank - Personal INTERNET TRANSFER FROM CHK XXXXX131 TO CHK XXXXX142 8630755,-$300.00,$59785.20
8/29/2025,Imported Transaction,Legends Bank - Personal PAYPAL INST XFER,-$37.77,$59747.43
9/2/2025,Contractor Payment,Payment for Ufredo Barahona,-$2100.00,$57647.43
9/2/2025,Imported Transaction,Legends Bank - Personal APPLECARD GSBANK PAYMENT,-$52.82,$57594.61
9/2/2025,Imported Transaction,Legends Bank - Personal CIGNA 877-484-59 8774845967,-$1081.83,$56512.78
9/2/2025,Imported Transaction,Legends Bank - Personal MER BK. MTHLY DISC,-$10.00,$56502.78
9/2/2025,Journal Entry,Stripe Fees,-$43.80,$56458.98
9/3/2025,Customer Invoice Payment,Payment for TD Thomson Construction (Invoice #1425),$400.00,$56858.98
9/3/2025,Imported Transaction,Legends Bank - Personal EFT NETWORK BILLING,-$10.00,$56848.98
9/3/2025,Imported Transaction,Legends Bank - Personal INTUIT FINANCING QBC_PMTS,-$1833.77,$55015.21
9/3/2025,Imported Transaction,Legends Bank - Personal INTUIT FINANCING QBC_PMTS,-$917.90,$54097.31
9/4/2025,Customer Invoice Payment,Payment for TD Thomson Construction (Invoice #1374),$3060.00,$57157.31
9/4/2025,Journal Entry,Stripe Fees,-$11.90,$57145.41
9/4/2025,Imported Transaction,Legends Bank - Personal STRIPE TRANSFER,-$10.95,$57134.46
9/4/2025,Imported Transaction,Legends Bank - Personal APPLE CANADA INC. ACH/CRED MIS000000000000018417 AB Civil Consulting LLC,$184.17,$57318.63
9/4/2025,Imported Transaction,Legends Bank - Personal INTUIT FINANCING QBC_PMTS,-$917.70,$56400.93
9/5/2025,Customer Invoice Payment,Payment #1212825 for Pike Construction (Invoice #1234),$750.00,$57150.93
9/5/2025,Customer Invoice Payment,Payment #5026 for Central Florida Site Pros Inc (Invoice #1280),$2050.00,$59200.93
9/5/2025,Customer Invoice Payment,Payment #4990 for Central Florida Site Pros Inc (Invoice #1288),$1200.00,$60400.93
9/5/2025,Customer Invoice Payment,Payment #4990 for Central Florida Site Pros Inc (Invoice #1318),$2790.00,$63190.93
9/5/2025,Customer Invoice Payment,Payment #3473 for KW Excavation Inc. (Invoice #1343),$750.00,$63940.93
9/5/2025,Journal Entry,Stripe Fees,-$89.04,$63851.89
9/5/2025,Imported Transaction,Legends Bank - Personal THE HARTFORD INSPMTCL,-$509.80,$63342.09
9/5/2025,Payroll,Direct Deposit Net Pay,-$13505.07,$49837.02
9/8/2025,Imported Transaction,Legends Bank - Personal Venmo,-$75.00,$49762.02
9/8/2025,Imported Transaction,Legends Bank - Personal Venmo,-$300.00,$49462.02
9/9/2025,Customer Invoice Payment,Payment for AB Civil Consulting of NC PLLC (Invoice #1394),$1487.00,$50949.02
9/9/2025,Customer Invoice Payment,Payment for AB Civil Consulting of NC PLLC (Invoice #1396),$400.00,$51349.02
9/9/2025,Customer Invoice Payment,Payment for AB Civil Consulting of NC PLLC (Invoice #1397),$2200.00,$53549.02
9/9/2025,Customer Invoice Payment,Payment for AB Civil Consulting of NC PLLC (Invoice #1403),$3560.00,$57109.02
9/9/2025,Customer Invoice Payment,Payment for AB Civil Consulting of NC PLLC (Invoice #1405),$320.00,$57429.02
9/9/2025,Customer Invoice Payment,Payment for AB Civil Consulting of NC PLLC (Invoice #1406),$630.00,$58059.02
9/9/2025,Imported Transaction,Legends Bank - Personal GATEWAY SERVICES WEBPAYMENT,-$21.30,$58037.72
9/9/2025,Imported Transaction,Legends Bank - Personal UPWORK ESCROW IN EDI PYMNTS,-$149.59,$57888.13
9/9/2025,Journal Entry,Transfer from BOR to Legends Bank: Paid for Arrowhead Contractors - Site Takeoff (12312 Dreamcatcher Hotels of Asheville). Paid to Ufredo,$1500.00,$59388.13
9/10/2025,Imported Transaction,Legends Bank - Personal Verizon Wireless,-$367.49,$59020.64
9/10/2025,Imported Transaction,Legends Bank - Personal KANSAS PAYMENT SUPPORT,-$205.38,$58815.26
9/10/2025,Imported Transaction,Legends Bank - Personal NEWLANE AUTH PAYME,-$611.73,$58203.53
9/11/2025,Imported Transaction,Legends Bank - Personal INTERNET TRANSFER FROM CHK 7131 TO CHK 7073 7535504,-$5000.00,$53203.53
9/12/2025,Imported Transaction,Legends Bank - Personal INTERNET TRANSFER FROM CHK XXXXX131 TO CHK XXXXX803 4794757,-$2500.00,$50703.53
9/12/2025,Customer Invoice Payment,Payment #737951 for Wenzel Contractors Inc. (Wenzel Contracting) (Invoice #1332),$350.00,$51053.53
9/12/2025,Customer Invoice Payment,Payment #005922 for Tampa Contracting Services (Invoice #1424),$770.00,$51823.53
9/12/2025,Customer Invoice Payment,Payment #5927 for Firethorn Inc (Invoice #1322),$950.00,$52773.53
9/12/2025,Customer Invoice Payment,Payment #12576 for Abscope Enviornmental (Invoice #1381),$550.00,$53323.53
9/12/2025,Customer Invoice Payment,Payment #21439 for Litman Excavating (Invoice #1328),$1875.00,$55198.53
9/12/2025,Customer Invoice Payment,Payment #020660 for Abrams Group Construction (Invoice #1414),$750.00,$55948.53
9/12/2025,Customer Invoice Payment,Payment #5063 for Central Florida Site Pros Inc (Invoice #1272),$1870.00,$57818.53
9/15/2025,Imported Transaction,Legends Bank - Personal STEFFANIE QUIBETE IAT PAYPAL WEB000000000000067625 AB CIVIL CONSULTING LLC,-$676.25,$57142.28
9/15/2025,Imported Transaction,Legends Bank - Personal SBA EIDL LOAN PAYMENT 3015519102,-$356.00,$56786.28
9/15/2025,Imported Transaction,Legends Bank - Personal PAYPAL INST XFER,-$100.00,$56686.28
9/15/2025,Imported Transaction,Legends Bank - Personal IRS USATAXPYMT,-$4030.37,$52655.91
9/15/2025,Imported Transaction,Legends Bank - Personal CarMax,-$1050.82,$51605.09
9/16/2025,Contractor Payment,Payment for Ufredo Barahona,-$1200.00,$50405.09
9/16/2025,Imported Transaction,Legends Bank - Personal MOBILE TRANSFER FROM CHK 7131 TO CHK 2803 4388909,-$2000.00,$48405.09
9/16/2025,Imported Transaction,Legends Bank - Personal UPWORK ESCROW IN EDI PYMNTS,-$351.17,$48053.92
9/17/2025,Customer Invoice Payment,Payment for AJ Oleson Construction (Invoice #1444),$2030.00,$50083.92
9/17/2025,Customer Invoice Payment,Payment #9437 for Redman Construction (Invoice #1241),$6610.00,$56693.92
